year,state,district,disease_name,temperature,humidity,rainfall,ndvi,water_index,cases
2024,Tamil Nadu,Chengalpattu,Chikungunya,29.7,77.1,126.1,0.33,0.4,139
2024,Tamil Nadu,Chennai,Chikungunya,26.6,63.0,199.9,0.62,0.66,95
2024,Tamil Nadu,Coimbatore,Chikungunya,29.6,82.6,91.4,0.67,0.66,22
2024,Tamil Nadu,Cuddalore,Dengue,32.6,64.3,172.2,0.42,0.49,190
2024,Tamil Nadu,Dharmapuri,Dengue,35.7,83.8,102.0,0.35,0.55,135
2024,Tamil Nadu,Dindigul,Malaria,27.6,78.6,145.2,0.62,0.51,37
2024,Tamil Nadu,Erode,Dengue,35.0,66.4,97.8,0.7,0.51,161
2024,Tamil Nadu,Kallakurichi,Influenza,34.1,80.6,112.7,0.32,0.5,29
2024,Tamil Nadu,Kancheepuram,Typhoid,32.2,81.8,145.9,0.69,0.72,164
2024,Tamil Nadu,Kanyakumari,Leptospirosis,34.9,80.9,134.7,0.63,0.74,78
2024,Tamil Nadu,Karur,Malaria,35.5,73.7,162.9,0.59,0.74,166
2024,Tamil Nadu,Krishnagiri,Influenza,34.1,64.1,131.0,0.43,0.5,67
2024,Tamil Nadu,Madurai,Typhoid,31.6,68.3,157.1,0.54,0.55,56
2024,Tamil Nadu,Nagapattinam,Malaria,30.4,62.7,89.9,0.45,0.55,126
2024,Tamil Nadu,Namakkal,Chikungunya,28.8,83.8,100.2,0.35,0.53,187
2024,Tamil Nadu,Nilgiris,Typhoid,35.0,62.0,185.0,0.32,0.52,20
2024,Tamil Nadu,Perambalur,Typhoid,27.0,75.0,84.8,0.39,0.62,23
2024,Tamil Nadu,Pudukkottai,Influenza,30.5,77.4,96.0,0.49,0.55,71
2024,Tamil Nadu,Ramanathapuram,Influenza,32.6,63.3,179.9,0.38,0.58,40
2024,Tamil Nadu,Ranipet,Malaria,32.4,62.5,86.3,0.43,0.57,97
2024,Tamil Nadu,Salem,Leptospirosis,29.7,84.3,111.7,0.49,0.71,162
2024,Tamil Nadu,Sivagangai,Leptospirosis,35.6,84.6,148.8,0.35,0.7,65
2024,Tamil Nadu,Tenkasi,Influenza,27.0,79.6,87.6,0.44,0.69,69
2024,Tamil Nadu,Thanjavur,Chikungunya,35.0,79.9,146.1,0.35,0.45,121
2024,Tamil Nadu,Theni,Leptospirosis,32.3,69.9,153.6,0.63,0.72,153
2024,Tamil Nadu,Thoothukudi,Malaria,35.7,60.4,103.0,0.53,0.4,180
2024,Tamil Nadu,Tiruchirappalli,Typhoid,34.8,78.7,81.8,0.52,0.45,121
2024,Tamil Nadu,Tirunelveli,Typhoid,31.8,60.9,131.2,0.62,0.71,149
2024,Tamil Nadu,Tirupathur,Malaria,32.3,61.1,106.9,0.59,0.45,64
2024,Tamil Nadu,Tiruppur,Dengue,33.1,75.0,85.5,0.53,0.58,141
2024,Tamil Nadu,Tiruvallur,Leptospirosis,32.7,71.9,145.6,0.57,0.59,169
2024,Tamil Nadu,Tiruvannamalai,Leptospirosis,26.6,73.5,116.8,0.49,0.44,129
2024,Tamil Nadu,Tiruvarur,Leptospirosis,29.6,64.7,165.1,0.42,0.51,175
2024,Tamil Nadu,Vellore,Malaria,35.8,81.3,98.1,0.49,0.68,156
2024,Tamil Nadu,Viluppuram,Influenza,29.7,75.2,106.1,0.31,0.4,35
2024,Tamil Nadu,Virudhunagar,Leptospirosis,27.2,71.3,134.0,0.47,0.41,153
2025,Tamil Nadu,Ariyalur,Typhoid,28.4,83.6,169.6,0.31,0.43,154
2025,Tamil Nadu,Chengalpattu,Dengue,26.5,78.2,81.9,0.48,0.61,165
2025,Tamil Nadu,Chennai,Chikungunya,33.4,79.7,169.6,0.6,0.71,92
2025,Tamil Nadu,Coimbatore,Influenza,34.8,76.9,186.3,0.48,0.56,20
2025,Tamil Nadu,Cuddalore,Influenza,29.9,73.6,192.7,0.49,0.58,199
2025,Tamil Nadu,Dharmapuri,Leptospirosis,27.1,81.0,172.3,0.64,0.52,69
2025,Tamil Nadu,Dindigul,Chikungunya,31.7,62.4,182.8,0.6,0.62,132
2025,Tamil Nadu,Erode,Dengue,29.3,74.3,170.6,0.67,0.59,153
2025,Tamil Nadu,Kallakurichi,Leptospirosis,26.2,74.5,127.8,0.64,0.6,78
2025,Tamil Nadu,Kancheepuram,Typhoid,30.0,63.1,172.0,0.38,0.44,190
2025,Tamil Nadu,Kanyakumari,Dengue,30.3,63.5,199.7,0.32,0.51,124
2025,Tamil Nadu,Karur,Malaria,29.8,72.2,178.8,0.6,0.65,125
2025,Tamil Nadu,Krishnagiri,Influenza,33.5,75.3,112.0,0.68,0.74,59
2025,Tamil Nadu,Madurai,Influenza,28.3,60.4,141.9,0.43,0.71,180
2025,Tamil Nadu,Nagapattinam,Malaria,32.8,74.8,170.5,0.51,0.42,161
2025,Tamil Nadu,Namakkal,Malaria,29.4,70.6,179.5,0.55,0.58,126
2025,Tamil Nadu,Nilgiris,Malaria,31.2,84.6,148.3,0.7,0.71,80
2025,Tamil Nadu,Perambalur,Leptospirosis,34.5,81.9,178.2,0.57,0.66,105
2025,Tamil Nadu,Pudukkottai,Typhoid,27.3,61.0,96.7,0.55,0.5,81
2025,Tamil Nadu,Ramanathapuram,Typhoid,30.8,79.5,110.5,0.39,0.41,177
2025,Tamil Nadu,Ranipet,Dengue,31.5,78.7,92.4,0.46,0.63,83
2025,Tamil Nadu,Salem,Typhoid,32.7,66.1,164.1,0.5,0.51,175
2025,Tamil Nadu,Sivagangai,Influenza,26.0,72.4,162.9,0.49,0.68,81
2025,Tamil Nadu,Tenkasi,Influenza,27.6,64.0,83.5,0.66,0.43,95
2025,Tamil Nadu,Thanjavur,Influenza,29.7,69.5,101.9,0.43,0.72,167
2025,Tamil Nadu,Theni,Dengue,33.7,66.4,190.1,0.36,0.45,71
2025,Tamil Nadu,Thoothukudi,Chikungunya,26.3,63.0,154.6,0.63,0.43,180
2025,Tamil Nadu,Tiruchirappalli,Influenza,30.4,63.9,110.7,0.33,0.51,161
2025,Tamil Nadu,Tirunelveli,Chikungunya,30.1,76.7,96.4,0.64,0.47,88
2025,Tamil Nadu,Tirupathur,Chikungunya,31.2,63.4,116.9,0.55,0.51,178
2025,Tamil Nadu,Tiruppur,Malaria,31.5,73.3,192.4,0.49,0.64,163
2025,Tamil Nadu,Tiruvallur,Influenza,32.0,70.5,84.8,0.41,0.48,174
2025,Tamil Nadu,Tiruvannamalai,Malaria,29.5,71.1,165.8,0.51,0.67,114
2025,Tamil Nadu,Tiruvarur,Malaria,26.6,75.1,102.0,0.39,0.7,104
2025,Tamil Nadu,Vellore,Malaria,31.2,79.8,188.4,0.68,0.54,87
2025,Tamil Nadu,Viluppuram,Typhoid,27.1,78.8,160.4,0.47,0.53,61
2025,Tamil Nadu,Virudhunagar,Dengue,27.9,74.3,101.5,0.3,0.67,134
